genomic_position,proportional_coverage,percent_gene_expression,method,sample,gene
171392065,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392066,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392067,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392068,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392069,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392070,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392071,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392072,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392073,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392074,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392075,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392076,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392077,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392078,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392079,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392080,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392081,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392082,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392083,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392084,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392085,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392086,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392087,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392088,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392089,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392090,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392091,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392092,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392093,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392094,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392095,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392096,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392097,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392098,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392099,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392100,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392101,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392102,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392103,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392104,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392105,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392106,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392107,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392108,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392109,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392110,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392111,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392112,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392113,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392114,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392115,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392116,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392117,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392118,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392119,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392120,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392121,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392122,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392123,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392124,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392125,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392126,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392127,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392128,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392129,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392130,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392131,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392132,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392133,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392134,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392135,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392136,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392137,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392138,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392139,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392140,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392141,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392142,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392143,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392144,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392145,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392146,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392147,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392148,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392149,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392150,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392151,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392152,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392153,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392154,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392155,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392156,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392157,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392158,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392159,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392160,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392161,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392162,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392163,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392164,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392165,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392166,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392167,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392168,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392169,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392170,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392171,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392172,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392173,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392174,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392175,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392176,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392177,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392178,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392179,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392180,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392181,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392182,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392183,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392184,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392185,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392186,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392187,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392188,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392189,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392190,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392191,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392192,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392193,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392194,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392195,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392196,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392197,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392198,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392199,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392200,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392201,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392202,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392203,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392204,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392205,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392206,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392207,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392208,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392209,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392210,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392211,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392212,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392213,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392214,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392215,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392216,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392217,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392218,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392219,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392220,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392221,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392222,0.0001418238547723,82.62657779038435,10x,sample_name,NPM1
171392223,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392224,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392225,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392226,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392227,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392228,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392229,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392230,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392231,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392232,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392233,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392234,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392235,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392236,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392237,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392238,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392239,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392240,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392241,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392242,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392243,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392244,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392245,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392246,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392247,0.0002836477095447,82.62657779038435,10x,sample_name,NPM1
171392248,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392249,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392250,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392251,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392252,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392253,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392254,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392255,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392256,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392257,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392258,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392259,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392260,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392261,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392262,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392263,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392264,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392265,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392266,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392267,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392268,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392269,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392270,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392271,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392272,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392273,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392274,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392275,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392276,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392277,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392278,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392279,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392280,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392281,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392282,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392283,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392284,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392285,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392286,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392287,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392288,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392289,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392290,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392291,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392292,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392293,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392294,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392295,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392296,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392297,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392298,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392299,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392300,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392301,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392302,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392303,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392304,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392305,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392306,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392307,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392308,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392309,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392310,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392311,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392312,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392313,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392314,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392315,0.0004254715643171,82.62657779038435,10x,sample_name,NPM1
171392316,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392317,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392318,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392319,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392320,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392321,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392322,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392323,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392324,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392325,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392326,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392327,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392328,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392329,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392330,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392331,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392332,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392333,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392334,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392335,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392336,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392337,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392338,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392339,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392340,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392341,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392342,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392343,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392344,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392345,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392346,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392347,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392348,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392349,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392350,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392351,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392352,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392353,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392354,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392355,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392356,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392357,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392358,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392359,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392360,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392361,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392362,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392363,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392364,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392365,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392366,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392367,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392368,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392369,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392370,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392371,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392372,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392373,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392374,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392375,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392376,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392377,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392378,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392379,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392380,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392381,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392382,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392383,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392384,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392385,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392386,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392387,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392388,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392389,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392390,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392391,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392392,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392393,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392394,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392395,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392396,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392397,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392398,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392399,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392400,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392401,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392402,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392403,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392404,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392405,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392406,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392407,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392408,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392409,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392410,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392411,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392412,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392413,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392414,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392415,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392416,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392417,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392418,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392419,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392420,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392421,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392422,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392423,0.0007091192738618,82.62657779038435,10x,sample_name,NPM1
171392424,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392425,0.0005672954190894,82.62657779038435,10x,sample_name,NPM1
171392426,0.0008509431286342,82.62657779038435,10x,sample_name,NPM1
171392427,0.0008509431286342,82.62657779038435,10x,sample_name,NPM1
171392428,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392429,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392430,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392431,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392432,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392433,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392434,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392435,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392436,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392437,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392438,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392439,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392440,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392441,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392442,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392443,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392444,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392445,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392446,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392447,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392448,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392449,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392450,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392451,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392452,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392453,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392454,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392455,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392456,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392457,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392458,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392459,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392460,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392461,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392462,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392463,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392464,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392465,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392466,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392467,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392468,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392469,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392470,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392471,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392472,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392473,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
171392474,0.0009927669834066,82.62657779038435,10x,sample_name,NPM1
